"date","model","tone","l","coverFile","file_name"
"07/06/2015","Hannah Elizabeth","#e8b392",0.7411764705882353,"S1_Hannah_Elizabeth-01.png","S1_Hannah_Elizabeth-01.png"
"07/06/2015","Jessica Hayes","#78382e",0.21568627450980393,"S1_Jessica_Hayes-01.png","S1_Jessica_Hayes-01.png"
"07/06/2015","Lauren Richardson","#f7ccb4",0.8372549019607843,"S1_Lauren_Richardson-01.png","S1_Lauren_Richardson-01.png"
"14/06/2015","Naomi Ball","#eab198",0.7568627450980392,"S1_Naomi_Bell-01.png","S1_Naomi_Bell-01.png"
"07/06/2015","Rachel Christie","#efb08b",0.7411764705882353,"S1_Rachel_Christie-01.png","S1_Rachel_Christie-01.png"
"30/05/2016","Cara De La Hoyde","#cea271",0.6254901960784314,"S2_Cara_De_La_Hoyde-01.png","S2_Cara_De_La_Hoyde-01.png"
"01/06/2016","Kady McDermott","#dda164",0.19607843137254902,"S2_Kady_Mcdermott-01.png","S2_Kady_Mcdermott-01.png"
"07/07/2016","Katie Salmon","#b48881",0.6058823529411765,"S2_Katie_Salmon-01.png","S2_Katie_Salmon-01.png"
"21/07/2016","Liana Isadora Van Riel","#956056",0.4607843137254902,"S2_Liana_Isadora_Van-01.png","S2_Liana_Isadora_Van-01.png"
"06/07/2016","Malia Arkian","#e7bfb1",0.8,"S2_Malia_Arkian-01.png","S2_Malia_Arkian-01.png"
"30/05/2016","Malin Andersson","#b27120",0.4117647058823529,"S2_Malin_Andersson-01.png","S2_Malin_Andersson-01.png"
"30/05/2016","Olivia Buckland","#9f6419",0.3607843137254902,"S2_Olivia_Buckland-01.png","S2_Olivia_Buckland-01.png"
"07/06/2016","Rachel Fenton","#e4ae64",0.6431372549019608,"S2_Rachel_Fenton-01.png","S2_Rachel_Fenton-01.png"
"21/07/2016","Tina Stinnes","#a87967",0.5313725490196078,"S2_Tina_Stinnes-01.png","S2_Tina_Stinnes-01.png"
"30/05/2016","Zara Holland","#cd9958",0.5745098039215686,"S2_Zara_Holland-01.png","S2_Zara_Holland-01.png"
"05/06/2017","Amber Davies","#d2aa88",0.6784313725490196,"S3_Amber_Davies-01.png","S3_Amber_Davies-01.png"
"04/07/2017","Amelia Peters","#d9b59d",0.7333333333333334,"S3_Amelia_Peters-01.png","S3_Amelia_Peters-01.png"
"05/06/2017","Camilla Thurlow","#e8c6aa",0.788235294117647,"S3_Camilla_Thurlow-01.png","S3_Camilla_Thurlow-01.png"
"05/06/2017","Chloë Crowhurst","#d7a483",0.6784313725490196,"S3_Chloe_Crohurst-01.png","S3_Chloe_Crohurst-01.png"
"04/07/2017","Chyna Ellis","#bf9c70",0.5941176470588235,"S3_Chyna_Ellis-01.png","S3_Chyna_Ellis-01.png"
"04/07/2017","Danielle Sellers","#d5a48c",0.692156862745098,"S3_Danielle_Sellers-01.png","S3_Danielle_Sellers-01.png"
"04/07/2017","Ellisha-Jade White", "04/07/2017","#d4ad9b",0.7196078431372549,"S3_Ellisha_Jane_White-01.png","S3_Ellisha_Jane_White-01.png"
"12/06/2017","Gabby Allen","#f8c79f",0.7980392156862746,"S3_Gabby_Allen-01.png","S3_Gabby_Allen-01.png"
"06/07/2017","Georgia Harrison',"#b7937a",0.5980392156862745,"S3_Georgia_Harison-01.png","S3_Georgia_Harison-01.png"
"05/06/2017","Jessica Shears","#f6bd9d",0.7901960784313726,"S3_Jessica_Shears-01.png","S3_Jessica_Shears-01.png"
"05/06/2017","Olivia Atwood","#cfa478",0.6411764705882352,"S3_Olivia_Atwood-01.png","S3_Olivia_Atwood-01.png"
"04/07/2017","Shannen McGrath","#cfb39d",0.7137254901960784,"S3_Shannen_McGrath-01.png","S3_Shannen_McGrath-01.png"
"26/06/2017","Tyla Carr","#533627",0.23921568627450981,"S3_Tyla_Carr-01.png","S3_Tyla_Carr-01.png"
"12/06/2017","Tyne-Lexy Clarson","#c19a87",0.6431372549019607,"S3_Tyne-Lexy_Clarson-01.png","S3_Tyne-Lexy_Clarson-01.png"
"18/07/2017","Alexandra Cane","#f8c29f",0.7980392156862746,"S4_Alexandra_Cane-01.png","S4_Alexandra_Cane-01.png"
"03/07/2018","Charlie Williams","#dea883",0.692156862745098,"S4_Charlie_Williams-01.png","S4_Charlie_Williams-01.png"
"04/06/2018","Dani Dyer","#735536",0.33137254901960783,"S4_Dani_Dyer-01.png","S4_Dani_Dyer-01.png"
"03/07/2018","Darylle Sargeant","#88533c",0.38431372549019605,"S4_Darylle_Sargeant-01.png","S4_Darylle_Sargeant-01.png"
"20/06/2018","Ellie Brown","#ebad8e",0.7392156862745098,"S4_Ellie_Brown-01.png","S4_Ellie_Brown-01.png"
"03/07/2018","Ellie Jones","#5d3222",0.24901960784313726,"S4_Ellie_Jones-01.png","S4_Ellie_Jones-01.png"
"07/06/2018","Georgia Steel","#bd8965",0.5686274509803921,"S4_Georgia_Steele-01.png","S4_Georgia_Steele-01.png"
"03/07/2018","Grace Wardle","#d6a97e",0.6666666666666667,"S4_Grace_Ward-01.png","S4_Grace_Ward-01.png"
"04/06/2018","Hayley Hughes","#e5b987",0.7137254901960784,"S4_Hayley_Hughes-01.png","S4_Hayley_Hughes-01.png"
"03/07/2018","Kazimir Crossley","#c17e54",0.5431372549019607,"S4_Kazimir_Crossley-01.png","S4_Kazimir_Crossley-01.png"
"04/06/2018","Kendall Rae-Knight","#eaae84",0.7176470588235294,"S4_Kendall_Rae-Knight-01.png","S4_Kendall_Rae-Knight-01.png"
"04/06/2018","Laura Anderson","#ecb98d",0.7392156862745098,"S4_Laura_Anderson-01.png","S4_Laura_Anderson-01.png"
"23/07/2018","Laura Crane","#ebb193",0.7490196078431373,"S4_Laura_Crane-01.png","S4_Laura_Crane-01.png"
"12/06/2018","Megan Barton Hanson","#613724",0.26078431372549016,"S4_Megan_Barton_Hanson-01.png","S4_Megan_Barton_Hanson-01.png"
