"date","model","tone","l","coverFile","file_name"
"07/06/2018","Rosie Williams","#ddb691",0.7176470588235294,"S4_Rosie_Williams-01.png","S4_Rosie_Williams-01.png"
"04/06/2018","Samira Mighty","#513a2a",0.24117647058823527,"S4_Samira_Mighty-01.png","S4_Samira_Mighty-01.png"
"03/07/2018","Savanna Darnell","#d1af83",0.6666666666666666,"S4_Savanna_Darnell-01.png","S4_Savanna_Darnell-01.png"
"23/07/2018","Stephanie Lam","#542c20",0.22745098039215686,"S4_Stephanie_Lam-01.png","S4_Stephanie_Lam-01.png"
"20/06/2018","Zara McDermott","#874f3b",0.3803921568627451,"S4_Zara_McDermott-01.png","S4_Zara_McDermott-01.png"
"03/06/2019","Amber Gill","#4d2118",0.1980392156862745,"S5_Amber_Gill-01.png","S5_Amber_Gill-01.png"
"03/06/2019","Amy Hart","#c09176",0.607843137254902,"S5_Amy_Hart-01.png","S5_Amy_Hart-01.png"
"03/06/2019","Anna Vakili","#eca67d",0.707843137254902,"S5_Anna_Vakilli-01.png","S5_Anna_Vakilli-01.png"
"23/06/2018","Arabella Chi","#eaa384",0.7176470588235294,"S5_Arabella_Chi-01.png","S5_Arabella_Chi-01.png"
"02/07/2019","Belle Hassan","#eeb496",0.7607843137254902,"S5_Belle_Hassan-01.png","S5_Belle_Hassan-01.png"
"13/06/2018","Elma Pazar","#542e22",0.23137254901960785,"S5_Elma_Pazar-01.png","S5_Elma_Pazar-01.png"
"15/07/2019","Francesca Allen","#efa98d",0.7450980392156863,"S5_Francesca_Allen-01.png","S5_Francesca_Allen-01.png"
"23/07/2019","Harley Brash","#e9ae8d",0.7333333333333334,"S5_Harley_Brash-01.png","S5_Harley_Brash-01.png"
"23/07/2019","India Reynolds","#512b1f",0.2196078431372549,"S5_India_Reynolds-01.png","S5_India_Reynolds-01.png"
"02/07/2019","Joanna Chimonides","#ba7656",0.5333333333333333,"S5_Joanna_Chimonides-01.png","S5_Joanna_Chimonides-01.png"
"02/07/2019","Jourdan Rianne","#995337",0.40784313725490196,"S5_Jourdan_Rianne-01.png","S5_Jourdan_Rianne-01.png"
"02/07/2019","Lavena Back","#543129",0.2450980392156863,"S5_Lavena_Back-01.png","S5_Lavena_Back-01.png"
"03/06/2019","Lucie Donlan","#e6ab8c",0.7254901960784315,"S5_Lucie_Donlan-01.png","S5_Lucie_Donlan-01.png"
"02/07/2019","Maria Wild","#f1a988",0.7392156862745098,"S5_Maria_Wild-01.png","S5_Maria_Wild-01.png"
"13/06/2018","Maura Higgins","#49281e",0.2019607843137255,"S5_Maura_Higgins-01.png","S5_Maura_Higgins-01.png"
"06/06/2019","Molly-Mae Hague","#ab785d",0.5176470588235293,"S5_Molly-Mae_Hague-01.png","S5_Molly-Mae_Hague-01.png"
"03/06/2019","Yewande Biala","#bb6a4a",0.5117647058823529,"S5_Yewanda_Biala-01.png","S5_Yewanda_Biala-01.png"
